event_idx,slice_idx,class,mean_time,station
141,0,0.0,2017-06-03T18:24:56.911200Z,ILL08
142,0,0.0,2017-06-03T18:24:56.911200Z,ILL08
143,0,0.0,2017-06-03T18:39:20.523100Z,ILL08
144,0,0.0,2017-06-04T01:09:37.927800Z,ILL08
145,0,0.0,2017-06-04T01:11:34.627200Z,ILL08
146,0,0.0,2017-06-04T01:13:26.795800Z,ILL08
147,0,0.0,2017-06-04T01:17:00.519800Z,ILL08
148,0,0.0,2017-06-04T01:24:05.315200Z,ILL08
149,0,0.0,2017-06-04T01:25:35.687700Z,ILL08
150,0,0.0,2017-06-04T01:27:10.310400Z,ILL08
151,0,0.0,2017-06-04T02:34:19.713900Z,ILL08
152,0,0.0,2017-06-04T05:43:35.917800Z,ILL08
153,0,0.0,2017-06-04T07:10:06.497600Z,ILL08
154,0,0.0,2017-06-04T12:10:04.187600Z,ILL08
155,0,0.0,2017-06-04T16:43:32.812600Z,ILL08
156,0,0.0,2017-06-05T03:31:15.345500Z,ILL08
157,0,0.0,2017-06-05T10:57:27.312600Z,ILL08
158,0,0.0,2017-06-05T13:50:10.654700Z,ILL08
159,0,0.0,2017-06-05T13:50:10.654700Z,ILL08
160,0,0.0,2017-06-05T15:42:11.583000Z,ILL08
161,0,0.0,2017-06-05T16:42:53.996900Z,ILL08
162,0,0.0,2017-06-05T18:55:28.503600Z,ILL08
163,0,0.0,2017-06-05T19:24:39.162800Z,ILL08
164,0,0.0,2017-06-05T19:36:25.396600Z,ILL08
165,0,0.0,2017-06-06T02:37:44.032100Z,ILL08
166,0,0.0,2017-06-06T03:45:49.594600Z,ILL08
167,0,0.0,2017-06-06T10:23:53.773600Z,ILL08
168,0,0.0,2017-06-06T10:37:36.306100Z,ILL08
169,0,0.0,2017-06-06T13:18:42.426700Z,ILL08
170,0,0.0,2017-06-06T16:28:05.134200Z,ILL08
171,0,0.0,2017-06-06T21:34:00.277000Z,ILL08
172,0,0.0,2017-06-06T23:59:40.821300Z,ILL08
173,0,0.0,2017-06-07T01:41:39.202200Z,ILL08
174,0,0.0,2017-06-07T09:42:14.814300Z,ILL08
175,0,0.0,2017-06-07T13:11:05.119000Z,ILL08
176,0,0.0,2017-06-07T19:45:21.269300Z,ILL08
177,0,0.0,2017-06-08T11:44:17.252200Z,ILL08
178,0,0.0,2017-06-08T18:53:48.470300Z,ILL08
179,0,0.0,2017-06-09T02:08:45.906400Z,ILL08
180,0,0.0,2017-06-09T05:13:37.316700Z,ILL08
181,0,0.0,2017-06-09T09:50:54.432200Z,ILL08
182,0,0.0,2017-06-09T15:00:48.855400Z,ILL08
183,0,0.0,2017-06-09T18:54:36.227300Z,ILL08
184,0,0.0,2017-06-09T23:42:45.778700Z,ILL08
185,0,0.0,2017-06-10T00:53:26.612100Z,ILL08
186,0,0.0,2017-06-10T02:20:26.099300Z,ILL08
187,0,0.0,2017-06-10T03:41:59.368500Z,ILL08
188,0,0.0,2017-06-10T05:25:17.509600Z,ILL08
189,0,0.0,2017-06-10T06:46:50.778900Z,ILL08
190,0,0.0,2017-06-10T08:13:50.266100Z,ILL08
191,0,0.0,2017-06-10T09:18:10.191100Z,ILL08
192,0,0.0,2017-06-10T09:58:25.711500Z,ILL08
193,0,0.0,2017-06-10T10:46:44.336000Z,ILL08
194,0,0.0,2017-06-10T12:15:18.481000Z,ILL08
195,0,0.0,2017-06-10T15:16:28.322900Z,ILL08
196,0,0.0,2017-06-10T16:20:53.155600Z,ILL08
197,0,0.0,2017-06-10T17:05:10.228100Z,ILL08
198,0,0.0,2017-06-10T17:45:25.748500Z,ILL08
199,0,0.0,2017-06-10T18:41:47.477100Z,ILL08
200,0,0.0,2017-06-10T20:22:26.278200Z,ILL08
201,0,0.0,2017-06-10T22:35:17.495600Z,ILL08
202,0,0.0,2017-06-11T00:19:57.848800Z,ILL08
203,0,0.0,2017-06-11T01:24:22.681500Z,ILL08
204,0,0.0,2017-06-11T02:16:42.858000Z,ILL08
205,0,0.0,2017-06-11T03:29:10.794800Z,ILL08
206,0,0.0,2017-06-11T04:37:37.179500Z,ILL08
207,0,0.0,2017-06-11T05:38:00.460200Z,ILL08
208,0,0.0,2017-06-11T06:46:26.844900Z,ILL08
209,0,0.0,2017-06-11T07:50:51.677600Z,ILL08
210,0,0.0,2017-06-11T08:51:14.958300Z,ILL08
211,0,0.0,2017-06-11T10:52:01.519600Z,ILL08
212,0,0.0,2017-06-11T12:32:40.320700Z,ILL08
213,0,0.0,2017-06-11T14:33:26.881900Z,ILL08
214,0,0.0,2017-06-11T17:06:25.859600Z,ILL08
215,0,0.0,2017-06-11T18:22:55.348400Z,ILL08
216,0,0.0,2017-06-11T19:23:18.629100Z,ILL08
217,0,0.0,2017-06-11T20:19:40.357700Z,ILL08
218,0,0.0,2017-06-11T21:24:05.190400Z,ILL08
219,0,0.0,2017-06-11T22:56:40.887400Z,ILL08
220,0,0.0,2017-06-11T23:36:56.407800Z,ILL08
221,0,0.0,2017-06-12T00:57:27.448700Z,ILL08
222,0,0.0,2017-06-12T02:01:52.281400Z,ILL08
223,0,0.0,2017-06-12T03:02:15.562000Z,ILL08
224,0,0.0,2017-06-12T05:47:19.195800Z,ILL08
225,0,0.0,2017-06-12T07:56:08.861200Z,ILL08
226,0,0.0,2017-06-12T09:16:39.902000Z,ILL08
227,0,0.0,2017-06-12T10:04:58.526500Z,ILL08
228,0,0.0,2017-06-12T10:57:18.703100Z,ILL08
229,0,0.0,2017-06-12T13:42:22.336900Z,ILL08
230,0,0.0,2017-06-12T14:42:45.617500Z,ILL08
231,0,0.0,2017-06-12T15:55:13.554300Z,ILL08
232,0,0.0,2017-06-12T17:19:46.147200Z,ILL08
233,0,0.0,2017-06-12T18:28:12.532000Z,ILL08
234,0,0.0,2017-06-12T19:24:34.260600Z,ILL08
235,0,0.0,2017-06-12T20:20:55.989200Z,ILL08
236,0,0.0,2017-06-12T21:29:22.373900Z,ILL08
237,0,0.0,2017-06-12T22:49:53.414800Z,ILL08
238,0,0.0,2017-06-13T00:06:22.903600Z,ILL08
239,0,0.0,2017-06-13T01:06:46.184200Z,ILL08
240,0,0.0,2017-06-13T02:03:07.912800Z,ILL08
241,0,0.0,2017-06-13T06:52:59.660000Z,ILL08
242,0,0.0,2017-06-13T07:49:21.388600Z,ILL08
243,0,0.0,2017-06-13T12:15:03.823400Z,ILL08
244,0,0.0,2017-06-13T13:15:27.104100Z,ILL08
245,0,0.0,2017-06-13T14:31:56.592900Z,ILL08
246,0,0.0,2017-06-13T15:56:29.185800Z,ILL08
247,0,0.0,2017-06-13T16:48:49.362400Z,ILL08
248,0,0.0,2017-06-13T17:53:14.195100Z,ILL08
249,0,0.0,2017-06-13T21:22:34.901300Z,ILL08
250,0,0.0,2017-06-13T22:10:53.525800Z,ILL08
251,0,0.0,2017-06-13T23:11:16.806500Z,ILL08
252,0,0.0,2017-06-14T00:23:44.743300Z,ILL08
253,0,0.0,2017-06-14T01:52:18.888200Z,ILL08
254,0,0.0,2017-06-14T03:00:45.273000Z,ILL08
255,0,0.0,2017-06-14T06:22:02.875100Z,ILL08
256,0,0.0,2017-06-14T07:26:27.707800Z,ILL08
257,0,0.0,2017-06-14T12:24:22.559000Z,ILL08
258,0,0.0,2017-06-14T15:09:26.192800Z,ILL08
259,0,0.0,2017-06-14T16:33:58.785700Z,ILL08
260,0,0.0,2017-06-14T19:06:57.763300Z,ILL08
261,0,0.0,2017-06-14T20:39:33.460300Z,ILL08
262,0,0.0,2017-06-14T21:52:01.397100Z,ILL08
263,0,0.0,2017-06-14T23:12:32.438000Z,ILL08
264,0,0.0,2017-06-14T23:56:49.510500Z,ILL08
265,0,0.0,2017-06-15T01:25:23.655400Z,ILL08
266,0,0.0,2017-06-15T02:33:50.040100Z,ILL08
267,0,0.0,2017-06-15T03:54:21.081000Z,ILL08
268,0,0.0,2017-06-15T05:18:53.673900Z,ILL08
269,0,0.0,2017-06-15T06:11:13.850500Z,ILL08
270,0,0.0,2017-06-15T06:51:29.370900Z,ILL08
271,0,0.0,2017-06-15T07:43:49.547500Z,ILL08
272,0,0.0,2017-06-15T08:32:08.172000Z,ILL08
273,0,0.0,2017-06-15T09:44:36.108800Z,ILL08
274,0,0.0,2017-06-15T10:57:04.045600Z,ILL08
275,0,0.0,2017-06-15T12:13:33.534400Z,ILL08
276,0,0.0,2017-06-15T13:26:01.471200Z,ILL08
277,0,0.0,2017-06-15T13:26:01.471200Z,ILL08
278,0,0.0,2017-06-15T14:26:24.751800Z,ILL08
279,0,0.0,2017-06-15T15:22:46.480400Z,ILL08
280,0,0.0,2017-06-15T18:11:51.666200Z,ILL08
281,0,0.0,2017-06-15T19:16:16.498900Z,ILL08
282,0,0.0,2017-06-15T21:08:59.956100Z,ILL08
283,0,0.0,2017-06-15T22:41:35.653100Z,ILL08
284,0,0.0,2017-06-16T00:14:11.350100Z,ILL08
285,0,0.0,2017-06-16T01:30:40.838900Z,ILL08
286,0,0.0,2017-06-16T03:59:38.264600Z,ILL08
287,0,0.0,2017-06-16T04:47:56.889100Z,ILL08
288,0,0.0,2017-06-16T05:48:20.169700Z,ILL08
289,0,0.0,2017-06-16T06:32:37.242200Z,ILL08
290,0,0.0,2017-06-16T08:17:17.595300Z,ILL08
291,0,0.0,2017-06-16T09:53:54.844400Z,ILL08
292,0,0.0,2017-06-16T12:22:52.270000Z,ILL08
293,0,0.0,2017-06-16T13:19:13.998600Z,ILL08
294,0,0.0,2017-06-16T14:43:46.591500Z,ILL08
295,0,0.0,2017-06-16T16:24:25.392600Z,ILL08
296,0,0.0,2017-06-16T18:17:08.849800Z,ILL08
297,0,0.0,2017-06-16T19:21:33.682500Z,ILL08
298,0,0.0,2017-06-16T20:34:01.619200Z,ILL08
299,0,0.0,2017-06-16T22:06:37.316200Z,ILL08
300,0,0.0,2017-06-16T23:02:59.044800Z,ILL08
301,0,0.0,2017-06-17T00:19:28.533700Z,ILL08
302,0,0.0,2017-06-17T02:20:15.095000Z,ILL08
303,0,0.0,2017-06-17T02:20:15.095000Z,ILL08
304,0,0.0,2017-06-17T03:40:46.135800Z,ILL08
305,0,0.0,2017-06-17T05:29:28.041000Z,ILL08
306,0,0.0,2017-06-17T06:58:02.186000Z,ILL08
307,0,0.0,2017-06-17T08:46:44.091100Z,ILL08
308,0,0.0,2017-06-17T10:27:22.892200Z,ILL08
309,0,0.0,2017-06-17T11:43:52.381000Z,ILL08
310,0,0.0,2017-06-17T12:44:15.661700Z,ILL08
311,0,0.0,2017-06-17T13:40:37.390300Z,ILL08
312,0,0.0,2017-06-17T14:57:06.879100Z,ILL08
313,0,0.0,2017-06-17T16:01:31.711800Z,ILL08
314,0,0.0,2017-06-17T17:05:56.544500Z,ILL08
315,0,0.0,2017-06-17T18:14:22.929200Z,ILL08
316,0,0.0,2017-06-17T19:38:55.522100Z,ILL08
317,0,0.0,2017-06-17T19:47:36.627800Z,ILL08
318,0,0.0,2017-06-17T21:15:32.771200Z,ILL08
319,0,0.0,2017-06-17T22:40:05.364100Z,ILL08
320,0,0.0,2017-06-17T22:40:05.364100Z,ILL08
321,0,0.0,2017-06-18T00:48:55.029500Z,ILL08
322,0,0.0,2017-06-18T01:41:15.206000Z,ILL08
323,0,0.0,2017-06-18T03:29:57.111200Z,ILL08
324,0,0.0,2017-06-18T04:43:17.622100Z,ILL08
325,0,0.0,2017-06-18T06:04:47.078800Z,ILL08
326,0,0.0,2017-06-18T09:08:08.356100Z,ILL08
327,0,0.0,2017-06-18T10:37:46.758400Z,ILL08
328,0,0.0,2017-06-18T10:37:46.758400Z,ILL08
329,0,0.0,2017-06-18T12:11:29.633500Z,ILL08
330,0,0.0,2017-06-18T13:37:03.563000Z,ILL08
331,0,0.0,2017-06-18T15:14:50.910900Z,ILL08
332,0,0.0,2017-06-18T16:24:06.949000Z,ILL08
333,0,0.0,2017-06-18T17:37:27.460000Z,ILL08
334,0,0.0,2017-06-18T18:54:52.443800Z,ILL08
335,0,0.0,2017-06-18T20:16:21.900400Z,ILL08
336,0,0.0,2017-06-18T21:25:37.938500Z,ILL08
337,0,0.0,2017-06-18T22:43:59.088300Z,ILL08
